year,state,candidate,party_detailed,candidatevotes,totalvotes,percvotes,electoral_votes,perc_e_votes,vote_frac,vote_int
1976,MINNESOTA,"MCCARTHY, EUGENE """"GENE""""",MCCARTHY '76,35490,1949931,1.82006440227885,10,0.18200644022788498,0.18200644022788498,0
1976,MINNESOTA,"ANDERSON, THOMAS J.",AMERICAN,13592,1949931,0.6970503058826184,10,0.06970503058826184,0.06970503058826184,0
1976,MINNESOTA,"CAMEJO, PETER",SOCIALIST WORKERS,4149,1949931,0.21277675979303884,10,0.021277675979303884,0.021277675979303884,0
1976,MINNESOTA,"MACBRIDE, ROGER",LIBERTARIAN,3529,1949931,0.18098076290904652,10,0.018098076290904652,0.018098076290904652,0
1976,MINNESOTA,"HALL, GUS",COMMUNIST PARTY USE,1092,1949931,0.05600198160858,10,0.0056001981608579995,0.0056001981608579995,0
1976,MINNESOTA,"WRIGHT, MARGARET",PEOPLE'S,635,1949931,0.032565254873121154,10,0.0032565254873121153,0.0032565254873121153,0
1976,MINNESOTA,"LAROUCHE, LYNDON, JR.",INTERNATIONAL DEVELOPMENT BANK,543,1949931,0.027847139206464228,10,0.0027847139206464227,0.0027847139206464227,0
1976,MINNESOTA,"JULIUS """"JULES"""", LEVIN",INDUSTRIAL GOVERNMENT PARTY,370,1949931,0.018975030398511537,10,0.0018975030398511537,0.0018975030398511537,0
1976,MINNESOTA,"ZEIDLER, FRANK",SOCIALIST,354,1949931,0.018154488543440768,10,0.001815448854344077,0.001815448854344077,0
1976,MISSISSIPPI,"CARTER, JIMMY",DEMOCRAT,381329,768390,49.62701232447065,7,3.4738908627129454,0.47389086271294545,3
1976,MISSISSIPPI,"FORD, GERALD",REPUBLICAN,366846,768390,47.74216218326631,7,3.3419513528286413,0.3419513528286413,3
1976,MISSISSIPPI,"ANDERSON, THOMAS J.",AMERICAN,6678,768390,0.8690899152773981,7,0.060836294069417866,0.060836294069417866,0
1976,MISSISSIPPI,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,4074,768390,0.5301995080623121,7,0.03711396556436184,0.03711396556436184,0
1976,MISSISSIPPI,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,4049,768390,0.5269459519254546,7,0.03688621663478182,0.03688621663478182,0
1976,MISSISSIPPI,"CAMEJO, PETER",SOCIALIST WORKERS,2805,768390,0.36504899855542106,7,0.025553429898879473,0.025553429898879473,0
1976,MISSISSIPPI,"MACBRIDE, ROGER",LIBERTARIAN,2609,768390,0.3395411184424576,7,0.02376787829097203,0.02376787829097203,0
1976,MISSOURI,"CARTER, JIMMY",DEMOCRAT,998387,1953600,51.10498566748567,12,6.13259828009828,0.13259828009828034,6
1976,MISSOURI,"FORD, GERALD",REPUBLICAN,927443,1953600,47.47353603603604,12,5.696824324324324,0.6968243243243242,5
1976,MISSOURI,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,24029,1953600,1.2299856674856675,12,0.1475982800982801,0.1475982800982801,0
1976,MONTANA,"FORD, GERALD",REPUBLICAN,173703,328734,52.839986128602455,4,2.1135994451440983,0.11359944514409825,2
1976,MONTANA,"CARTER, JIMMY",DEMOCRAT,149259,328734,45.40418697183741,4,1.8161674788734965,0.8161674788734965,1
1976,MONTANA,"ANDERSON, THOMAS J.",AMERICAN,5772,328734,1.7558268995601307,4,0.07023307598240523,0.07023307598240523,0
1976,NEBRASKA,"FORD, GERALD",REPUBLICAN,359219,606749,59.20388826351588,5,2.960194413175794,0.960194413175794,2
1976,NEBRASKA,"CARTER, JIMMY",DEMOCRAT,233293,606749,38.449671940126805,5,1.9224835970063403,0.9224835970063403,1
1976,NEBRASKA,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,9383,606749,1.5464384778549285,5,0.07732192389274642,0.07732192389274642,0
1976,NEBRASKA,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,3378,606749,0.5567376295634603,5,0.027836881478173012,0.027836881478173012,0
1976,NEBRASKA,"MACBRIDE, ROGER",LIBERTARIAN,1476,606749,0.24326368893891875,5,0.012163184446945937,0.012163184446945937,0
1976,NEVADA,"FORD, GERALD",REPUBLICAN,101273,201876,50.16594345043492,3,1.5049783035130477,0.5049783035130477,1
1976,NEVADA,"CARTER, JIMMY",DEMOCRAT,92479,201876,45.80980403812241,3,1.3742941211436723,0.37429412114367233,1
1976,NEVADA,"MACBRIDE, ROGER",LIBERTARIAN,1519,201876,0.752442093166102,3,0.02257326279498306,0.02257326279498306,0
1976,NEVADA,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,1497,201876,0.7415443143315699,3,0.022246329429947094,0.022246329429947094,0
1976,NEW HAMPSHIRE,"FORD, GERALD",REPUBLICAN,185935,339627,54.74682519352113,4,2.1898730077408453,0.18987300774084526,2
